ts,userId,sessionId,page,auth,method,status,level,itemInSession,location,userAgent,lastName,firstName,registration,gender,artist,song,length
1542686480000,,4091,Login,Logged Out,PUT,307,paid,77,,,,,,,,,
1542686546000,,3994,Home,Logged Out,GET,200,paid,465,,,,,,,,,
1542686547000,,3994,Login,Logged Out,PUT,307,paid,466,,,,,,,,,
1542686732000,,4081,Home,Logged Out,GET,200,paid,111,,,,,,,,,
1542686733000,,4081,Login,Logged Out,PUT,307,paid,112,,,,,,,,,
1542687179000,,3951,Home,Logged Out,GET,200,paid,219,,,,,,,,,
1542687180000,,3951,Login,Logged Out,PUT,307,paid,220,,,,,,,,,
1542688856000,,4029,Home,Logged Out,GET,200,free,0,,,,,,,,,
1542689639000,,3779,Home,Logged Out,GET,200,free,0,,,,,,,,,
1542689748000,,4091,Home,Logged Out,GET,200,paid,94,,,,,,,,,
1542689771000,,4091,About,Logged Out,GET,200,paid,95,,,,,,,,,
1542689772000,,4091,Login,Logged Out,PUT,307,paid,96,,,,,,,,,
1542689956000,,4091,Home,Logged Out,GET,200,paid,100,,,,,,,,,
1542689957000,,4091,Login,Logged Out,PUT,307,paid,101,,,,,,,,,
1542689971000,,3702,Home,Logged Out,GET,200,paid,254,,,,,,,,,
1542690001000,,3702,Home,Logged Out,GET,200,paid,255,,,,,,,,,
1542690002000,,3702,Login,Logged Out,PUT,307,paid,256,,,,,,,,,
1542690281000,,4101,Home,Logged Out,GET,200,paid,184,,,,,,,,,
1542690676000,,4101,Help,Logged Out,GET,200,paid,185,,,,,,,,,
1542691219000,,4101,Home,Logged Out,GET,200,paid,186,,,,,,,,,
1542691220000,,4101,Login,Logged Out,PUT,307,paid,187,,,,,,,,,
1542693071000,,4081,Home,Logged Out,GET,200,paid,147,,,,,,,,,
1542693072000,,4081,Login,Logged Out,PUT,307,paid,148,,,,,,,,,
1542700119000,,3917,Home,Logged Out,GET,200,paid,302,,,,,,,,,
1542700650000,,4125,Home,Logged Out,GET,200,paid,76,,,,,,,,,
1542700770000,,4125,Home,Logged Out,GET,200,paid,77,,,,,,,,,
1542700786000,,4125,Home,Logged Out,GET,200,paid,78,,,,,,,,,
1542700801000,,4125,Home,Logged Out,GET,200,paid,79,,,,,,,,,
1542700802000,,4125,Login,Logged Out,PUT,307,paid,80,,,,,,,,,
1542701172000,,4071,Home,Logged Out,GET,200,paid,72,,,,,,,,,
1542701173000,,4071,Login,Logged Out,PUT,307,paid,73,,,,,,,,,
1542702171000,,4071,Home,Logged Out,GET,200,paid,85,,,,,,,,,
1542702173000,,4071,About,Logged Out,GET,200,paid,86,,,,,,,,,
1542702174000,,4071,Login,Logged Out,PUT,307,paid,87,,,,,,,,,
1542702431000,,4113,Home,Logged Out,GET,200,paid,110,,,,,,,,,
1542702432000,,4113,Login,Logged Out,PUT,307,paid,111,,,,,,,,,
1542703170000,,3627,Home,Logged Out,GET,200,paid,310,,,,,,,,,
1542703189000,,3627,About,Logged Out,GET,200,paid,311,,,,,,,,,
1542703191000,,3627,Help,Logged Out,GET,200,paid,312,,,,,,,,,
1542703230000,,3627,Home,Logged Out,GET,200,paid,313,,,,,,,,,
1542703231000,,3627,Login,Logged Out,PUT,307,paid,314,,,,,,,,,
1542703300000,,3867,Home,Logged Out,GET,200,free,120,,,,,,,,,
1542703301000,,3867,Login,Logged Out,PUT,307,free,121,,,,,,,,,
1542705253000,,4081,Home,Logged Out,GET,200,paid,207,,,,,,,,,
1542705283000,,4081,Home,Logged Out,GET,200,paid,208,,,,,,,,,
1542705284000,,4081,Login,Logged Out,PUT,307,paid,209,,,,,,,,,
1542705427000,,4027,Home,Logged Out,GET,200,free,0,,,,,,,,,
1542705475000,,4027,About,Logged Out,GET,200,free,1,,,,,,,,,
1542705485000,,4027,Home,Logged Out,GET,200,free,2,,,,,,,,,
1542705486000,,4027,Login,Logged Out,PUT,307,free,3,,,,,,,,,
1542706499000,,4125,Home,Logged Out,GET,200,paid,112,,,,,,,,,
1542706500000,,4125,Login,Logged Out,PUT,307,paid,113,,,,,,,,,
1542708175000,,3159,Home,Logged Out,GET,200,free,62,,,,,,,,,
1542708176000,,3159,Login,Logged Out,PUT,307,free,63,,,,,,,,,
1542709606000,,3159,Home,Logged Out,GET,200,free,70,,,,,,,,,
1542709607000,,3159,Login,Logged Out,PUT,307,free,71,,,,,,,,,
1542709759000,,3987,Home,Logged Out,GET,200,paid,0,,,,,,,,,
1542709760000,,3987,Login,Logged Out,PUT,307,paid,1,,,,,,,,,
1542711840000,,4140,Home,Logged Out,GET,200,paid,85,,,,,,,,,
1542711872000,,3825,Home,Logged Out,GET,200,free,0,,,,,,,,,
1542711915000,,4140,About,Logged Out,GET,200,paid,86,,,,,,,,,
1542711941000,,4140,Home,Logged Out,GET,200,paid,87,,,,,,,,,
1542711975000,,4140,Home,Logged Out,GET,200,paid,88,,,,,,,,,
1542712081000,,4140,About,Logged Out,GET,200,paid,89,,,,,,,,,
1542712082000,,4140,Login,Logged Out,PUT,307,paid,90,,,,,,,,,
1542712469000,,4140,Home,Logged Out,GET,200,paid,95,,,,,,,,,
1542712539000,,4140,About,Logged Out,GET,200,paid,96,,,,,,,,,
1542712540000,,4140,Login,Logged Out,PUT,307,paid,97,,,,,,,,,
1542715410000,,3840,Home,Logged Out,GET,200,paid,126,,,,,,,,,
1542715457000,,3840,Home,Logged Out,GET,200,paid,127,,,,,,,,,
1542715458000,,3840,Login,Logged Out,PUT,307,paid,128,,,,,,,,,
1542715637000,,4125,Home,Logged Out,GET,200,paid,155,,,,,,,,,
1542715638000,,4125,Login,Logged Out,PUT,307,paid,156,,,,,,,,,
1542715890000,,4104,Home,Logged Out,GET,200,paid,61,,,,,,,,,
1542715891000,,4104,Login,Logged Out,PUT,307,paid,62,,,,,,,,,
1542716140000,,3972,Home,Logged Out,GET,200,free,0,,,,,,,,,
1542717401000,,4062,Home,Logged Out,GET,200,paid,121,,,,,,,,,
1542717402000,,4062,Login,Logged Out,PUT,307,paid,122,,,,,,,,,
1542717515000,,3951,Home,Logged Out,GET,200,paid,365,,,,,,,,,
1542717516000,,3951,Login,Logged Out,PUT,307,paid,366,,,,,,,,,
1542718817000,,3987,Home,Logged Out,GET,200,paid,46,,,,,,,,,
1542718818000,,3987,Login,Logged Out,PUT,307,paid,47,,,,,,,,,
1542720987000,,3783,Home,Logged Out,GET,200,paid,100,,,,,,,,,
1542720988000,,3783,Login,Logged Out,PUT,307,paid,101,,,,,,,,,
1542721078000,,3918,Home,Logged Out,GET,200,free,38,,,,,,,,,
1542721079000,,3918,Login,Logged Out,PUT,307,free,39,,,,,,,,,
1542722430000,,4101,Home,Logged Out,GET,200,paid,315,,,,,,,,,
1542722431000,,4101,Login,Logged Out,PUT,307,paid,316,,,,,,,,,
1542724404000,,4111,Home,Logged Out,GET,200,paid,22,,,,,,,,,
1542724405000,,4111,Login,Logged Out,PUT,307,paid,23,,,,,,,,,
1542725582000,,4161,Home,Logged Out,GET,200,free,22,,,,,,,,,
1542725606000,,4167,Home,Logged Out,GET,200,free,0,,,,,,,,,
1542725607000,,4167,Login,Logged Out,PUT,307,free,1,,,,,,,,,
1542729083000,,3987,Home,Logged Out,GET,200,paid,93,,,,,,,,,
1542729084000,,3987,Login,Logged Out,PUT,307,paid,94,,,,,,,,,
1542731237000,,3159,Home,Logged Out,GET,200,paid,175,,,,,,,,,
1542731238000,,3159,Login,Logged Out,PUT,307,paid,176,,,,,,,,,
1542733981000,,3866,Home,Logged Out,GET,200,paid,15,,,,,,,,,
1542733982000,,3866,Login,Logged Out,PUT,307,paid,16,,,,,,,,,
1542734648000,,4095,Home,Logged Out,GET,200,paid,2,,,,,,,,,
1542734649000,,4095,Login,Logged Out,PUT,307,paid,3,,,,,,,,,
1542735471000,,4105,Home,Logged Out,GET,200,free,79,,,,,,,,,
1542735536000,,4105,About,Logged Out,GET,200,free,80,,,,,,,,,
1542735537000,,4105,Login,Logged Out,PUT,307,free,81,,,,,,,,,
1542736255000,,4158,Home,Logged Out,GET,200,paid,3,,,,,,,,,
1542736287000,,3857,Home,Logged Out,GET,200,paid,3,,,,,,,,,
1542736391000,,3857,Home,Logged Out,GET,200,paid,4,,,,,,,,,
1542736392000,,3857,Login,Logged Out,PUT,307,paid,5,,,,,,,,,
1542736462000,,4158,Home,Logged Out,GET,200,paid,4,,,,,,,,,
1542736777000,,4158,About,Logged Out,GET,200,paid,5,,,,,,,,,
1542736824000,,4158,Home,Logged Out,GET,200,paid,6,,,,,,,,,
1542737135000,,4065,Home,Logged Out,GET,200,paid,250,,,,,,,,,
1542737136000,,4065,Login,Logged Out,PUT,307,paid,251,,,,,,,,,
1542737390000,,4134,Home,Logged Out,GET,200,paid,20,,,,,,,,,
1542737391000,,4134,Login,Logged Out,PUT,307,paid,21,,,,,,,,,
1542739123000,,3840,Home,Logged Out,GET,200,free,242,,,,,,,,,
1542739920000,,4111,Home,Logged Out,GET,200,paid,103,,,,,,,,,
1542739921000,,4111,Login,Logged Out,PUT,307,paid,104,,,,,,,,,
1542740432000,,4095,Home,Logged Out,GET,200,paid,32,,,,,,,,,
1542740433000,,4095,Login,Logged Out,PUT,307,paid,33,,,,,,,,,
1542742328000,,3783,Home,Logged Out,GET,200,paid,204,,,,,,,,,
1542742328000,,3783,Home,Logged Out,GET,200,paid,205,,,,,,,,,
1542742368000,,3783,Home,Logged Out,GET,200,paid,206,,,,,,,,,
1542742404000,,3783,Home,Logged Out,GET,200,paid,207,,,,,,,,,
1542742405000,,3783,Login,Logged Out,PUT,307,paid,208,,,,,,,,,
1542742448000,,3987,Home,Logged Out,GET,200,paid,163,,,,,,,,,
1542742449000,,3987,Login,Logged Out,PUT,307,paid,164,,,,,,,,,
1542743029000,,3929,Home,Logged Out,GET,200,free,2,,,,,,,,,
1542743385000,,3647,Home,Logged Out,GET,200,free,18,,,,,,,,,
1542743541000,,4149,Login,Logged Out,PUT,307,free,0,,,,,,,,,
1542743586000,,4106,Home,Logged Out,GET,200,paid,71,,,,,,,,,
1542743587000,,4106,Login,Logged Out,PUT,307,paid,72,,,,,,,,,
1542744571000,,4019,Home,Logged Out,GET,200,paid,265,,,,,,,,,
1542744572000,,4019,Login,Logged Out,PUT,307,paid,266,,,,,,,,,
1542746129000,,4148,Home,Logged Out,GET,200,paid,88,,,,,,,,,
1542746273000,,4148,Home,Logged Out,GET,200,paid,89,,,,,,,,,
1542746274000,,4148,Login,Logged Out,PUT,307,paid,90,,,,,,,,,
1542748100000,,3848,Home,Logged Out,GET,200,paid,24,,,,,,,,,
1542748101000,,3848,Login,Logged Out,PUT,307,paid,25,,,,,,,,,
1542751278000,,4148,Home,Logged Out,GET,200,paid,117,,,,,,,,,
1542751279000,,4148,Login,Logged Out,PUT,307,paid,118,,,,,,,,,
1542751447000,,4095,Home,Logged Out,GET,200,paid,91,,,,,,,,,
1542751448000,,4095,Login,Logged Out,PUT,307,paid,92,,,,,,,,,
1542753273000,,3998,Home,Logged Out,GET,200,paid,16,,,,,,,,,
1542753274000,,3998,Login,Logged Out,PUT,307,paid,17,,,,,,,,,
1542754122000,,3783,Home,Logged Out,GET,200,paid,269,,,,,,,,,
1542754123000,,3783,Login,Logged Out,PUT,307,paid,270,,,,,,,,,
1542754420000,,308,Home,Logged Out,GET,200,free,37,,,,,,,,,
1542754421000,,308,Login,Logged Out,PUT,307,free,38,,,,,,,,,
1542754941000,,3783,Home,Logged Out,GET,200,paid,277,,,,,,,,,
1542754942000,,3783,Login,Logged Out,PUT,307,paid,278,,,,,,,,,
1542757032000,,3989,Home,Logged Out,GET,200,free,66,,,,,,,,,
1542757432000,,4206,Home,Logged Out,GET,200,free,41,,,,,,,,,
1542757433000,,4206,Login,Logged Out,PUT,307,free,42,,,,,,,,,
1542758820000,,3893,Home,Logged Out,GET,200,free,6,,,,,,,,,
1542758821000,,3893,Login,Logged Out,PUT,307,free,7,,,,,,,,,
1542759694000,,308,Home,Logged Out,GET,200,free,60,,,,,,,,,
1542759720000,,4166,Home,Logged Out,GET,200,paid,60,,,,,,,,,
1542759721000,,4166,Login,Logged Out,PUT,307,paid,61,,,,,,,,,
1542759728000,,4094,Home,Logged Out,GET,200,paid,83,,,,,,,,,
1542759729000,,4094,Login,Logged Out,PUT,307,paid,84,,,,,,,,,
1542759814000,,3893,Home,Logged Out,GET,200,free,14,,,,,,,,,
1542761381000,,4094,Home,Logged Out,GET,200,paid,94,,,,,,,,,
1542761396000,,4146,Home,Logged Out,GET,200,paid,159,,,,,,,,,
1542761397000,,4146,Login,Logged Out,PUT,307,paid,160,,,,,,,,,
1542764159000,,4166,Home,Logged Out,GET,200,paid,87,,,,,,,,,
1542764160000,,4166,Login,Logged Out,PUT,307,paid,88,,,,,,,,,
1542765084000,,4146,Home,Logged Out,GET,200,paid,181,,,,,,,,,
1542765092000,,4146,Home,Logged Out,GET,200,paid,182,,,,,,,,,
1542765093000,,4146,Login,Logged Out,PUT,307,paid,183,,,,,,,,,
1542765661000,,3783,Home,Logged Out,GET,200,paid,332,,,,,,,,,
1542765662000,,3783,Login,Logged Out,PUT,307,paid,333,,,,,,,,,
1542765863000,,4211,Home,Logged Out,GET,200,paid,20,,,,,,,,,
1542765864000,,4211,Login,Logged Out,PUT,307,paid,21,,,,,,,,,
1542766735000,,4102,Home,Logged Out,GET,200,paid,17,,,,,,,,,
1542766736000,,4102,Login,Logged Out,PUT,307,paid,18,,,,,,,,,
1542768201000,,4146,Home,Logged Out,GET,200,paid,190,,,,,,,,,
1542768202000,,4146,Login,Logged Out,PUT,307,paid,191,,,,,,,,,
1542768408000,,3848,Home,Logged Out,GET,200,paid,128,,,,,,,,,
1542768445000,,3848,Home,Logged Out,GET,200,paid,129,,,,,,,,,
1542768446000,,3848,Login,Logged Out,PUT,307,paid,130,,,,,,,,,
1542773288000,,1229,Home,Logged Out,GET,200,free,0,,,,,,,,,
1542773918000,,3848,Home,Logged Out,GET,200,paid,160,,,,,,,,,
1542773951000,,3848,Home,Logged Out,GET,200,paid,161,,,,,,,,,
1542773952000,,3848,Login,Logged Out,PUT,307,paid,162,,,,,,,,,
1542774895000,,3824,Home,Logged Out,GET,200,paid,19,,,,,,,,,
1542774927000,,3824,About,Logged Out,GET,200,paid,20,,,,,,,,,
1542774995000,,3824,Help,Logged Out,GET,200,paid,21,,,,,,,,,
1542774996000,,3824,Login,Logged Out,PUT,307,paid,22,,,,,,,,,
1542778044000,,4204,Home,Logged Out,GET,200,free,0,,,,,,,,,
1542778082000,,4204,Home,Logged Out,GET,200,free,1,,,,,,,,,
1542778083000,,4204,Login,Logged Out,PUT,307,free,2,,,,,,,,,
1542778553000,,4204,Home,Logged Out,GET,200,free,6,,,,,,,,,
1542778554000,,4204,Login,Logged Out,PUT,307,free,7,,,,,,,,,
1542779409000,,4223,Home,Logged Out,GET,200,free,82,,,,,,,,,
1542779567000,,4223,Home,Logged Out,GET,200,free,83,,,,,,,,,
1542779568000,,4223,Login,Logged Out,PUT,307,free,84,,,,,,,,,
1542782296000,,3783,Home,Logged Out,GET,200,paid,409,,,,,,,,,
1542782357000,,3783,About,Logged Out,GET,200,paid,410,,,,,,,,,
1542782475000,,3783,Home,Logged Out,GET,200,paid,411,,,,,,,,,
1542782476000,,3783,Login,Logged Out,PUT,307,paid,412,,,,,,,,,
1542782841000,,3724,Home,Logged Out,GET,200,paid,13,,,,,,,,,
1542782849000,,3724,About,Logged Out,GET,200,paid,14,,,,,,,,,
1542782853000,,3724,Home,Logged Out,GET,200,paid,15,,,,,,,,,
1542782854000,,3724,Login,Logged Out,PUT,307,paid,16,,,,,,,,,
1542784178000,,4227,Home,Logged Out,GET,200,paid,15,,,,,,,,,
1542784179000,,4227,Login,Logged Out,PUT,307,paid,16,,,,,,,,,
1542784442000,,4003,Home,Logged Out,GET,200,free,0,,,,,,,,,
1542784574000,,4003,Home,Logged Out,GET,200,free,1,,,,,,,,,
1542784575000,,4003,Login,Logged Out,PUT,307,free,2,,,,,,,,,
1542787528000,,4003,Home,Logged Out,GET,200,free,16,,,,,,,,,
1542787529000,,4003,Login,Logged Out,PUT,307,free,17,,,,,,,,,
1542789778000,,4096,Home,Logged Out,GET,200,paid,101,,,,,,,,,
1542789779000,,4096,Login,Logged Out,PUT,307,paid,102,,,,,,,,,
1542789965000,,3848,Home,Logged Out,GET,200,free,248,,,,,,,,,
1542790045000,,4165,Home,Logged Out,GET,200,paid,31,,,,,,,,,
1542790046000,,4165,Login,Logged Out,PUT,307,paid,32,,,,,,,,,
1542790104000,,3830,Home,Logged Out,GET,200,paid,2,,,,,,,,,
1542790593000,,4165,Home,Logged Out,GET,200,paid,37,,,,,,,,,
1542790594000,,4165,Login,Logged Out,PUT,307,paid,38,,,,,,,,,
1542790911000,,3846,Home,Logged Out,GET,200,paid,24,,,,,,,,,
1542790912000,,3846,Login,Logged Out,PUT,307,paid,25,,,,,,,,,
1542791273000,,3783,Home,Logged Out,GET,200,paid,458,,,,,,,,,
1542791274000,,3783,Login,Logged Out,PUT,307,paid,459,,,,,,,,,
1542793261000,,3824,Home,Logged Out,GET,200,paid,113,,,,,,,,,
1542793262000,,3824,Login,Logged Out,PUT,307,paid,114,,,,,,,,,
1542793267000,,4204,Home,Logged Out,GET,200,free,77,,,,,,,,,
1542793268000,,4204,Login,Logged Out,PUT,307,free,78,,,,,,,,,
1542793964000,,3783,Home,Logged Out,GET,200,paid,472,,,,,,,,,
1542793965000,,3783,Login,Logged Out,PUT,307,paid,473,,,,,,,,,
1542794545000,,3822,Home,Logged Out,GET,200,paid,5,,,,,,,,,
1542794546000,,3822,Login,Logged Out,PUT,307,paid,6,,,,,,,,,
1542796398000,,4229,Home,Logged Out,GET,200,paid,24,,,,,,,,,
1542796399000,,4229,Login,Logged Out,PUT,307,paid,25,,,,,,,,,
1542796731000,,4211,Home,Logged Out,GET,200,paid,172,,,,,,,,,
1542796732000,,4211,Login,Logged Out,PUT,307,paid,173,,,,,,,,,
1542797356000,,4133,Home,Logged Out,GET,200,paid,9,,,,,,,,,
1542797357000,,4133,Login,Logged Out,PUT,307,paid,10,,,,,,,,,
1542797383000,,3724,Home,Logged Out,GET,200,paid,84,,,,,,,,,
1542797408000,,3724,Home,Logged Out,GET,200,paid,85,,,,,,,,,
1542797460000,,3724,About,Logged Out,GET,200,paid,86,,,,,,,,,
1542797461000,,3724,Login,Logged Out,PUT,307,paid,87,,,,,,,,,
1542798811000,,4217,Home,Logged Out,GET,200,paid,56,,,,,,,,,
1542798819000,,4217,About,Logged Out,GET,200,paid,57,,,,,,,,,
1542798821000,,4217,Home,Logged Out,GET,200,paid,58,,,,,,,,,
1542798822000,,4217,Login,Logged Out,PUT,307,paid,59,,,,,,,,,
1542800247000,,4176,Home,Logged Out,GET,200,paid,35,,,,,,,,,
1542800290000,,4176,About,Logged Out,GET,200,paid,36,,,,,,,,,
1542800314000,,4176,Home,Logged Out,GET,200,paid,37,,,,,,,,,
1542800329000,,4176,Help,Logged Out,GET,200,paid,38,,,,,,,,,
1542800368000,,4176,Help,Logged Out,GET,200,paid,39,,,,,,,,,
1542800392000,,4176,Home,Logged Out,GET,200,paid,40,,,,,,,,,
1542800393000,,4176,Login,Logged Out,PUT,307,paid,41,,,,,,,,,
1542800510000,,4204,Home,Logged Out,GET,200,free,110,,,,,,,,,
1542800607000,,4204,About,Logged Out,GET,200,free,111,,,,,,,,,
1542800608000,,4204,Login,Logged Out,PUT,307,free,112,,,,,,,,,
1542801504000,,3824,Home,Logged Out,GET,200,paid,154,,,,,,,,,
1542801505000,,3824,Login,Logged Out,PUT,307,paid,155,,,,,,,,,
1542801592000,,3822,Home,Logged Out,GET,200,paid,45,,,,,,,,,
1542801593000,,3822,Login,Logged Out,PUT,307,paid,46,,,,,,,,,
1542803225000,,4003,Home,Logged Out,GET,200,free,86,,,,,,,,,
1542804343000,,4174,Home,Logged Out,GET,200,free,29,,,,,,,,,
1542804344000,,4174,Login,Logged Out,PUT,307,free,30,,,,,,,,,
1542804402000,,4217,Home,Logged Out,GET,200,paid,87,,,,,,,,,
1542804403000,,4217,Login,Logged Out,PUT,307,paid,88,,,,,,,,,
1542805734000,,4176,Home,Logged Out,GET,200,paid,71,,,,,,,,,
1542805735000,,4176,Login,Logged Out,PUT,307,paid,72,,,,,,,,,
1542805829000,,4102,Home,Logged Out,GET,200,paid,196,,,,,,,,,
1542805830000,,4102,Login,Logged Out,PUT,307,paid,197,,,,,,,,,
1542808684000,,3824,Home,Logged Out,GET,200,paid,191,,,,,,,,,
1542808685000,,3824,Login,Logged Out,PUT,307,paid,192,,,,,,,,,
1542811413000,,2743,Login,Logged Out,PUT,307,free,0,,,,,,,,,
1542812449000,,4175,Home,Logged Out,GET,200,paid,61,,,,,,,,,
1542812458000,,4175,Home,Logged Out,GET,200,paid,62,,,,,,,,,
1542812459000,,4175,Login,Logged Out,PUT,307,paid,63,,,,,,,,,
1542812687000,,4133,Home,Logged Out,GET,200,paid,84,,,,,,,,,
1542812688000,,4133,Login,Logged Out,PUT,307,paid,85,,,,,,,,,
1542813261000,,4209,Home,Logged Out,GET,200,paid,8,,,,,,,,,
1542813262000,,4209,Login,Logged Out,PUT,307,paid,9,,,,,,,,,
1542813380000,,4221,Login,Logged Out,PUT,307,paid,0,,,,,,,,,
1542814850000,,4241,Home,Logged Out,GET,200,paid,37,,,,,,,,,
1542814851000,,4241,Login,Logged Out,PUT,307,paid,38,,,,,,,,,
1542814899000,,4162,Home,Logged Out,GET,200,paid,26,,,,,,,,,
1542814900000,,4162,Login,Logged Out,PUT,307,paid,27,,,,,,,,,
1542815564000,,3974,About,Guest,GET,200,free,0,,,,,,,,,
1542815596000,,3974,Home,Guest,GET,200,free,1,,,,,,,,,
1542815661000,,3974,Help,Guest,GET,200,free,2,,,,,,,,,
1542815846000,,3974,Home,Guest,GET,200,free,3,,,,,,,,,
1542816113000,,3974,Register,Guest,GET,200,free,4,,,,,,,,,
1542816191000,,4213,Home,Logged Out,GET,200,paid,151,,,,,,,,,
1542816192000,,4213,Login,Logged Out,PUT,307,paid,152,,,,,,,,,
1542816212000,,3764,Home,Logged Out,GET,200,paid,30,,,,,,,,,
1542816213000,,3764,Login,Logged Out,PUT,307,paid,31,,,,,,,,,
1542816264000,,3974,Error,Guest,GET,404,free,5,,,,,,,,,
1542816295000,,3974,Home,Guest,GET,200,free,6,,,,,,,,,
1542816764000,,3974,Register,Guest,GET,200,free,7,,,,,,,,,
1542816800000,,3974,Home,Guest,GET,200,free,8,,,,,,,,,
1542817008000,,3974,Help,Guest,GET,200,free,9,,,,,,,,,
1542817180000,,3846,Home,Logged Out,GET,200,paid,149,,,,,,,,,
1542817263000,,3846,Home,Logged Out,GET,200,paid,150,,,,,,,,,
1542817264000,,3846,Login,Logged Out,PUT,307,paid,151,,,,,,,,,
1542817480000,,4209,Home,Logged Out,GET,200,paid,31,,,,,,,,,
1542817481000,,4209,Login,Logged Out,PUT,307,paid,32,,,,,,,,,
1542817838000,,3974,Help,Guest,GET,200,free,10,,,,,,,,,
1542817930000,,3974,Register,Guest,GET,200,free,11,,,,,,,,,
1542818105000,,3974,Help,Guest,GET,200,free,12,,,,,,,,,
1542818547000,,3974,Home,Guest,GET,200,free,13,,,,,,,,,
1542821223000,,4176,Home,Logged Out,GET,200,paid,149,,,,,,,,,
1542821223000,,4176,Help,Logged Out,GET,200,paid,150,,,,,,,,,
1542821247000,,4176,Home,Logged Out,GET,200,paid,151,,,,,,,,,
1542821248000,,4176,Login,Logged Out,PUT,307,paid,152,,,,,,,,,
1542822039000,,4198,Home,Logged Out,GET,200,free,24,,,,,,,,,
1542822040000,,4198,Login,Logged Out,PUT,307,free,25,,,,,,,,,
1542823050000,,3764,Home,Logged Out,GET,200,paid,64,,,,,,,,,
1542823051000,,3764,Login,Logged Out,PUT,307,paid,65,,,,,,,,,
1542824654000,,3764,Home,Logged Out,GET,200,paid,74,,,,,,,,,
1542825230000,,4032,Home,Logged Out,GET,200,paid,62,,,,,,,,,
1542825231000,,4032,Login,Logged Out,PUT,307,paid,63,,,,,,,,,
1542825290000,,2000,Home,Logged Out,GET,200,paid,43,,,,,,,,,
1542826068000,,4153,Home,Logged Out,GET,200,free,0,,,,,,,,,
1542826403000,,4226,Home,Logged Out,GET,200,paid,56,,,,,,,,,
1542826404000,,4226,Login,Logged Out,PUT,307,paid,57,,,,,,,,,
1542827537000,,4213,Home,Logged Out,GET,200,paid,202,,,,,,,,,
1542827538000,,4213,Login,Logged Out,PUT,307,paid,203,,,,,,,,,
1542828101000,,4162,Home,Logged Out,GET,200,paid,90,,,,,,,,,
1542828102000,,4162,Login,Logged Out,PUT,307,paid,91,,,,,,,,,
1542828288000,,3809,Home,Logged Out,GET,200,free,17,,,,,,,,,
1542828294000,,3809,About,Logged Out,GET,200,free,18,,,,,,,,,
1542831175000,,4190,Home,Logged Out,GET,200,paid,130,,,,,,,,,
1542831176000,,4190,Login,Logged Out,PUT,307,paid,131,,,,,,,,,
1542831637000,,4155,Home,Logged Out,GET,200,paid,0,,,,,,,,,
1542831638000,,4155,Login,Logged Out,PUT,307,paid,1,,,,,,,,,
1542832599000,,3824,Home,Logged Out,GET,200,paid,306,,,,,,,,,
1542832615000,,3824,Home,Logged Out,GET,200,paid,307,,,,,,,,,
1542832619000,,3824,Home,Logged Out,GET,200,paid,308,,,,,,,,,
1542832644000,,3824,About,Logged Out,GET,200,paid,309,,,,,,,,,
1542832645000,,3824,Login,Logged Out,PUT,307,paid,310,,,,,,,,,
1542833836000,,4173,Home,Logged Out,GET,200,paid,93,,,,,,,,,
1542833837000,,4173,Login,Logged Out,PUT,307,paid,94,,,,,,,,,
1542834220000,,4175,Home,Logged Out,GET,200,paid,160,,,,,,,,,
1542834221000,,4175,Login,Logged Out,PUT,307,paid,161,,,,,,,,,
1542834264000,,4034,Home,Logged Out,GET,200,paid,0,,,,,,,,,
1542834265000,,4034,Login,Logged Out,PUT,307,paid,1,,,,,,,,,
1542834340000,,4176,Home,Logged Out,GET,200,paid,217,,,,,,,,,
1542834341000,,4176,Login,Logged Out,PUT,307,paid,218,,,,,,,,,
1542834481000,,4181,Login,Logged Out,PUT,307,free,0,,,,,,,,,
1542835026000,,4244,Home,Logged Out,GET,200,free,20,,,,,,,,,
1542835753000,,4181,Home,Logged Out,GET,200,free,10,,,,,,,,,
1542836966000,,4156,Home,Logged Out,GET,200,paid,48,,,,,,,,,
1542836967000,,4156,Login,Logged Out,PUT,307,paid,49,,,,,,,,,
1542840992000,,3724,Home,Logged Out,GET,200,paid,304,,,,,,,,,
1542841060000,,3724,Home,Logged Out,GET,200,paid,305,,,,,,,,,
1542841061000,,3724,Login,Logged Out,PUT,307,paid,306,,,,,,,,,
1542843145000,,3789,Home,Logged Out,GET,200,paid,92,,,,,,,,,
1542843146000,,3789,Login,Logged Out,PUT,307,paid,93,,,,,,,,,
1542844837000,,4155,Home,Logged Out,GET,200,paid,62,,,,,,,,,
1542844838000,,4155,Login,Logged Out,PUT,307,paid,63,,,,,,,,,
1542846935000,,4092,Home,Logged Out,GET,200,free,0,,,,,,,,,
1542847078000,,4092,Help,Logged Out,GET,200,free,1,,,,,,,,,
1542847079000,,4092,Login,Logged Out,PUT,307,free,2,,,,,,,,,
1542848915000,,4258,Home,Logged Out,GET,200,paid,5,,,,,,,,,
1542848916000,,4258,Login,Logged Out,PUT,307,paid,6,,,,,,,,,
1542849636000,,4209,Home,Logged Out,GET,200,paid,187,,,,,,,,,
1542849637000,,4209,Login,Logged Out,PUT,307,paid,188,,,,,,,,,
1542850319000,,4258,Home,Logged Out,GET,200,paid,16,,,,,,,,,
1542850320000,,4258,Login,Logged Out,PUT,307,paid,17,,,,,,,,,
